Index,Variant,"Major area, region, country or area",Notes,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
84,Estimates,Kazakhstan,,398,6702.996,6723.082,6850.793,7065.48,7348.624,7683.837,8056.903,8455.736,8870.252,9292.148,9714.26,10129.861,10532.062,10913.552,11267.329,11588.87,11872.939,12120.504,12341.412,12550.121,12757.245,12966.92,13176.584,13382.211,13577.049,13756.789,13920.105,14070.681,14215.111,14362.417,14518.924,14683.789,14853.993,15030.495,15214.051,15403.006,15600.928,15801.753,15982.51,16112.868,16171.9,16154.66,16070.184,15929.712,15750.801,15549.632,15326.132,15085.965,14858.241,14679.568,14575.644,14559.255,14623.188,14747.754,14902.452,15064.088,15227.211,15396.045,15568.294,15743.552,15921.127
85,Estimates,Kyrgyzstan,,417,1740,1763.226,1791.952,1825.123,1862.068,1902.499,1946.54,1994.697,2047.784,2106.792,2172.5,2245.062,2323.642,2406.263,2490.244,2573.494,2655.349,2735.838,2814.423,2890.72,2964.499,3035.474,3103.694,3169.771,3234.611,3299.001,3362.961,3426.646,3491.143,3557.793,3627.499,3700.312,3775.764,3853.514,3933.002,4013.498,4095.873,4179.484,4260.325,4333.114,4394.502,4441.582,4476.402,4506.563,4542.747,4592.135,4658.815,4739.263,4823.87,4898.865,4954.85,4988.162,5003.394,5009.453,5019.31,5042.381,5081.62,5134.297,5197.274,5265.218,5334.223
86,Estimates,Tajikistan,,762,1531.502,1576.454,1624.542,1674.117,1724.204,1774.504,1825.437,1878.098,1934.134,1995.539,2064.035,2140.413,2223.956,2312.193,2401.598,2489.648,2575.335,2659.452,2743.461,2829.641,2919.586,3013.956,3112.041,3212.446,3313.144,3412.819,3511.05,3608.761,3707.624,3809.991,3917.642,4030.104,4146.923,4269.775,4400.743,4540.688,4690.913,4849.253,5008.827,5160.375,5297.286,5417.554,5523.207,5616.797,5702.611,5784.33,5862.347,5937.177,6012.933,6094.661,6186.152,6289.34,6404.118,6529.609,6663.929,6805.655,6954.522,7111.025,7275.252,7447.396,7627.326
87,Estimates,Turkmenistan,,795,1211,1228.378,1252.66,1282.584,1317.126,1355.501,1397.172,1441.843,1489.418,1539.955,1593.501,1649.914,1708.711,1769.008,1829.697,1890,1949.425,2008.148,2066.889,2126.749,2188.499,2252.386,2318.07,2385.039,2452.528,2520.002,2587.417,2655.036,2723.006,2791.575,2861,2931.343,3002.785,3075.867,3151.262,3229.499,3310.059,3392.823,3479.088,3570.558,3668,3772.35,3881.973,3991.917,4095.512,4188.01,4267.69,4335.991,4395.293,4449.427,4501.419,4551.762,4600.171,4648.037,4696.876,4747.839,4801.595,4858.236,4917.543,4978.962,5041.995
88,Estimates,Uzbekistan,,860,6313.997,6461.092,6633.911,6826.552,7034.674,7255.501,7487.907,7732.33,7990.524,8265.144,8558.503,8871.244,9201.176,9542.785,9888.629,10233.502,10574.523,10913.36,11254.896,11606.438,11972.994,12356.359,12753.995,13161.372,13571.927,13980.997,14386.952,14791.449,15197.091,15607.909,16026.812,16454.356,16889.45,17331.39,17778.956,18231.176,18686.358,19144.237,19606.739,20076.683,20555.113,21042.262,21534.297,22023.116,22498.069,22950.898,23381.25,23789.736,24170.76,24517.962,24828.562,25098.636,25334.021,25553.928,25784.397,26044.401,26340.696,26668.95,27023.2,27392.784,27769.27
89,Estimates,Southern Asia,,5501,492798.777,501023.904,509620.138,518639.772,528121.314,538089.44,548554.357,559512.464,570948.343,582838.099,595159.337,607901.832,621076.842,634721.109,648885.537,663601.884,678907.6,694782.449,711132.641,727827.519,744785.001,761951.278,779386.245,797259.223,815806.256,835191.283,855473.709,876585.86,898407.764,920759.053,943503.363,966578.259,990002.439,1013813.825,1038082.133,1062840.417,1088090.492,1113753.722,1139685.679,1165697.534,1191647.261,1217455.989,1243131.631,1268724.928,1294328.869,1320000.88,1345734.686,1371465.355,1397121.507,1422609.011,1447851.122,1472843.829,1497580.679,1521983.508,1545959.231,1569454.724,1592411.708,1614878.646,1637041.269,1659157.117,1681406.983
90,Estimates,Afghanistan,,4,7450.738,7547.158,7651.002,7762.538,7882.009,8009.614,8145.52,8289.858,8442.73,8604.222,8774.44,8953.544,9141.783,9339.507,9547.131,9765.015,9990.125,10221.902,10465.77,10729.191,11015.621,11323.446,11644.377,11966.352,12273.589,12551.79,12806.81,13034.46,13199.597,13257.128,13180.431,12963.788,12634.494,12241.928,11854.205,11528.977,11262.439,11063.107,11013.345,11215.323,11731.193,12612.043,13811.876,15175.325,16485.018,17586.073,18415.307,19021.226,19496.836,19987.071,20595.36,21347.782,22202.806,23116.142,24018.682,24860.855,25631.282,26349.243,27032.197,27708.187,28397.812
91,Estimates,Bangladesh,,50,37894.678,38976.478,39992.084,40994.309,42023.782,43108.942,44265.537,45497.131,46796.593,48148.604,49537.147,50953.503,52403.243,53909.233,55503.132,57200.412,59029.826,60966.588,62909.226,64719.958,66308.862,67627.868,68730.07,69751.017,70883.201,72265.173,73944.664,75880.084,78011.624,80241.773,82498.44,84764.142,87060.582,89399.666,91804.318,94287.722,96851.505,99476.987,102133.217,104779.345,107385.847,109934.59,112430.968,114897.543,117369.492,119869.585,122400.896,124945.315,127478.524,129966.823,132383.265,134729.503,137006.279,139185.986,141235.035,143135.18,144868.702,146457.067,147969.967,149503.1,151125.475
92,Estimates,Bhutan,,64,176.795,181.494,186.17,190.825,195.47,200.114,204.778,209.483,214.259,219.138,224.155,229.348,234.758,240.424,246.388,252.698,259.344,266.373,273.954,282.302,291.555,301.758,312.823,324.583,336.802,349.28,362.006,374.953,387.893,400.551,412.745,424.082,434.592,445.008,456.362,469.244,484.39,501.192,517.306,529.519,535.738,534.905,528.304,519.056,511.588,509.105,512.594,521.146,533.737,548.599,564.35,580.888,598.455,616.383,633.893,650.417,665.568,679.365,692.159,704.542,716.939
93,Estimates,India,,356,376325.205,382205.556,388408.776,394937.612,401792.911,408973.604,416476.555,424296.719,432427.639,440862.276,449595.489,458626.687,467962.144,477615.992,487607.406,497952.332,508656.247,519722.246,531160.986,542983.934,555199.768,567805.061,580798.773,594192.969,608002.572,622232.355,636883.717,651935.141,667339.022,683032.539,698965.575,715105.168,731443.752,747986.284,764749.394,781736.502,798941.802,816328.792,833833.51,851374.699,868890.7,886348.712,903749.636,921107.534,938452.55,955804.355,973147.577,990460.131,1007746.556,1025014.711,1042261.758,1059500.888,1076705.723,1093786.762,1110626.108,1127143.548,1143289.35,1159095.25,1174662.334,1190138.069,1205624.648
94,Estimates,Iran (Islamic Republic of),,364,17119.263,17522.002,17944.373,18385.576,18844.922,19321.847,19815.895,20326.73,20854.136,21398.026,21958.46,22535.672,23130.085,23742.324,24373.188,25023.58,25696.631,26393.889,27113.136,27850.926,28606.584,29381.955,30184.173,31024.743,31918.36,32877.678,33901.414,34992.483,36171.889,37465.764,38889.52,40440.041,42100.41,43852.71,45672.219,47531.74,49440.637,51377.914,53250.434,54938.264,56361.868,57472.293,58307.457,58982.43,59663.107,60468.352,61440.887,62542.531,63713.397,64858.754,65911.052,66857.624,67727.274,68543.171,69342.126,70152.384,70976.584,71809.219,72660.887,73542.954,74462.314
95,Estimates,Maldives,,462,73.716,74.151,75.021,76.212,77.635,79.225,80.939,82.761,84.692,86.752,88.96,91.319,93.806,96.358,98.899,101.381,103.759,106.072,108.458,111.106,114.15,117.664,121.593,125.78,129.993,134.077,137.965,141.736,145.563,149.699,154.316,159.459,165.053,171.015,177.213,183.538,189.974,196.513,203.072,209.545,215.859,221.963,227.863,233.611,239.291,244.965,250.659,256.347,261.973,267.456,272.745,277.825,282.743,287.594,292.505,297.576,302.825,308.239,313.843,319.66,325.694
96,Estimates,Nepal,,524,8140.192,8270.84,8400.764,8531.407,8664.01,8799.61,8939.031,9082.893,9231.636,9385.559,9544.938,9710.15,9881.783,10060.686,10247.834,10443.932,10649.467,10864.396,11088.215,11320.1,11559.455,11806.296,12060.891,12323.203,12593.223,12871.016,13156.441,13449.68,13751.522,14063.01,14384.864,14718.228,15062.998,15417.207,15778.051,16143.975,16513.244,16887.696,17273.606,17679.536,18111.2,18569.445,19050.879,19551.5,20065.413,20587.157,21115.271,21647.305,22175.431,22690.158,23184.177,23655.119,24102.862,24525.527,24921.91,25292.058,25634.043,25950.022,26249.412,26544.943,26846.016
97,Estimates,Pakistan,,586,37542.38,38044.886,38623.44,39272.397,39987.208,40764.427,41601.753,42497.985,43452.884,44466.925,45540.594,46673.627,47864.343,49109.36,50404.401,51746.67,53138.32,54581.657,56074.84,57615.471,59204.212,60840.513,62532.284,64299.241,66167.072,68155.252,70268.556,72505.126,74868.889,77362.155,79984.297,82733.08,85601.555,88577.077,91643.16,94783.463,97998.462,101278.129,104583.47,107865.403,111090.879,114229.172,117291.344,120336.722,123450.933,126689.577,130083.7,133597.492,137139.29,140580.398,143832.014,146857.081,149693.684,152419.974,155151.394,157971.415,160905.794,163928.329,167008.083,170093.999,173149.306
98,Estimates,Sri Lanka,,144,8075.81,8201.339,8338.508,8488.896,8653.367,8832.057,9024.349,9228.904,9443.774,9666.597,9895.154,10127.982,10364.897,10607.225,10857.158,11115.864,11383.881,11659.326,11938.056,12214.531,12484.794,12746.717,13001.261,13251.335,13501.444,13754.662,14012.136,14272.197,14531.765,14786.434,15033.175,15270.271,15499.003,15722.93,15947.211,16175.256,16408.039,16643.392,16877.719,17105.9,17323.977,17532.866,17733.304,17921.207,18091.477,18241.711,18367.795,18473.862,18575.763,18695.041,18846.401,19037.119,19260.853,19501.969,19737.578,19951.291,20137.56,20301.912,20452.387,20601.663,20758.779
99,Estimates,South-Eastern Asia,,920,167985.749,171501.499,175310.026,179400.768,183762.621,188383.961,193252.58,198355.741,203680.328,209213.095,214941.403,220854.019,226941.815,233198.046,239617.54,246194.189,252916.5,259774.093,266763.049,273881.165,281122.665,288496.789,295991.64,303556.446,311124.787,318655.368,326113.605,333527.937,340996.847,348658.127,356606.405,364869.523,373402.912,382138.55,390974.953,399831.123,408687.844,417545.419,426364.865,435105.058,443735.316,452231.59,460590.475,468829.409,476979.447,485063.341,493082.096,501026.221,508896.156,516691.148,524410.282,532062.416,539649.162,547154.259,554555.13,561839.981,568993.152,576031.039,583012.267,590016.536,597097.218
100,Estimates,Brunei Darussalam,,96,48.001,50.971,53.931,56.956,60.102,63.398,66.855,70.46,74.182,77.981,81.817,85.679,89.595,93.641,97.924,102.516,107.44,112.67,118.166,123.865,129.719,135.707,141.827,148.058,154.387,160.791,167.275,173.818,180.35,186.778,193.049,199.128,205.053,210.925,216.885,223.041,229.413,235.982,242.758,249.743,256.929,264.332,271.935,279.652,287.37,295.003,302.511,309.904,317.214,324.501,331.801,339.114,346.407,353.649,360.797,367.815,374.697,381.44,388.017,394.4,400.569
101,Estimates,Cambodia,,116,4432.716,4539.259,4657.91,4783.745,4913.13,5043.725,5174.551,5305.921,5439.239,5576.649,5720.019,5869.843,6024.281,6178.752,6327.099,6464.999,6586.874,6693.369,6793.56,6900.525,7021.559,7168.725,7334.436,7483.408,7567.314,7555.928,7430.726,7214.262,6967.562,6775.751,6699.273,6761.653,6943.097,7207.649,7499.331,7777.235,8030.211,8271.042,8510.817,8768.664,9057.339,9378.185,9721.775,10077.404,10430.268,10769.198,11090.611,11395.958,11685.332,11960.467,12222.871,12472.586,12709.336,12934.369,13149.386,13356.424,13555.054,13747.288,13940.518,14144.225,14364.931
102,Estimates,Indonesia,,360,72592.192,73641.506,74822.317,76136.358,77582.856,79158.539,80857.474,82671.226,84589.323,86600.035,88692.697,90860.197,93101.152,95420.835,97828.538,100329.81,102924.506,105605.766,108364.33,111187.93,114066.887,116996.006,119974.444,123002.081,126080.548,129210.098,132385.413,135601.258,138857.752,142156.086,145494.452,148872.395,152280.731,155698.247,159097.735,162458.871,165772.077,169039.084,172265.107,175460.614,178633.239,181786.329,184916.848,188019.278,191085.673,194112.556,197097.887,200050.444,202990.922,205946.831,208938.698,211970.371,215038.285,218145.617,221293.797,224480.901,227709.821,230972.808,234243.489,237486.894,240676.485
103,Estimates,Lao People's Democratic Republic,,418,1682.917,1723.034,1763.761,1805.165,1847.318,1890.286,1934.138,1978.939,2024.76,2071.666,2119.731,2169.035,2219.669,2271.735,2325.343,2380.603,2436.999,2494.491,2554.162,2617.482,2685.174,2758.694,2836.932,2915.019,2986.32,3046.549,3093.537,3130.003,3162.568,3200.598,3250.924,3315.725,3393.25,3481.583,3577.281,3677.692,3782.195,3891.34,4004.881,4122.737,4244.52,4369.94,4497.827,4625.861,4751.142,4871.472,4986.592,5096.724,5200.898,5298.146,5388.281,5470.169,5545.245,5619.069,5699.112,5790.646,5895.93,6013.278,6139.127,6267.968,6395.713
104,Estimates,Malaysia,8,458,6109.907,6261.916,6433.161,6618.274,6813.378,7016.097,7225.624,7442.649,7669.106,7907.762,8160.975,8429.369,8710.678,8999.247,9287.442,9569.784,9844.116,10111.92,10375.877,10640.347,10908.634,11182.078,11460.08,11741.849,12025.93,12311.782,12599.655,12891.715,13191.699,13504.433,13833.739,14180.093,14543.585,14926.976,15333.369,15764.34,16221.767,16703.5,17202.032,17707.064,18211.097,18709.963,19205.112,19701.41,20206.546,20725.374,21259.831,21805.835,22355.057,22896.048,23420.751,23925.742,24413.795,24890.654,25365.089,25843.466,26327.098,26813.819,27302.348,27790.324,28275.835
105,Estimates,Myanmar,,104,17527.243,17850.068,18182.312,18529.495,18895.417,19282.172,19690.046,20117.611,20562.006,21019.408,21486.424,21961.594,22446.69,22947.286,23471.163,24023.64,24606.874,25218.411,25853.304,26504.295,27166.045,27836.624,28517.301,29209.751,29916.891,30640.635,31379.211,32130.628,32896.129,33677.496,34474.755,35288.662,36114.948,36942.428,37756.446,38546.211,39307.611,40042.444,40753.329,41445.433,42123.003,42782.387,43422.423,44052.71,44686.091,45329.862,45991.828,46664.455,47321.204,47925.63,48453,48894.203,49261.313,49577.152,49875.169,50181.02,50500.07,50828.959,51174.018,51540.49,51931.231
106,Estimates,Philippines,,608,18580.487,19246.627,19945.619,20670.388,21415.785,22178.599,22957.648,23753.685,24569.092,25407.388,26271.731,27163.317,28079.991,29015.642,29961.902,30913.136,31866.972,32826.235,33796.91,34787.692,35805.06,36851.591,37926.125,39026.975,40150.999,41296.295,42462.461,43651.688,44867.695,46115.445,47398.432,48716.422,50067.906,51453.251,52872.611,54324.952,55811.616,57329.415,58867.229,60410.438,61948.688,63476.449,64996.507,66517.085,68050.807,69606.539,71184.718,72780.928,74393.147,76018.006,77651.848,79297.756,80953.652,82604.681,84231.329,85821.214,87366.573,88875.548,90371.287,91886.4,93444.322
107,Estimates,Singapore,,702,1022.098,1067.965,1120.279,1178.075,1240.285,1305.733,1373.123,1441.054,1508.063,1572.696,1633.72,1690.355,1742.474,1790.684,1836.089,1879.573,1921.101,1960.549,1998.639,2036.272,2074.073,2112.875,2152.605,2191.926,2228.898,2262.395,2291.623,2317.798,2344.226,2375.42,2414.527,2463.248,2520.497,2583.244,2646.985,2708.638,2766.759,2822.832,2880.192,2943.637,3016.404,3100.095,3193.046,3291.284,3389.124,3482.64,3570.085,3653.156,3735.537,3822.625,3918.189,4023.284,4136.239,4254.766,4375.413,4495.537,4614.31,4732.065,4848.676,4964.312,5078.969
108,Estimates,Thailand,,764,20607.323,21170.004,21754.554,22362.201,22994.162,23651.64,24335.837,25047.943,25789.096,26560.316,27362.31,28195.264,29058.659,29951.191,30870.998,31816.307,32784.476,33774.079,34785.711,35820.705,36878.58,37959.301,39057.78,40162.277,41257.648,42332.566,43382.444,44408.422,45412.214,46397.977,47369.137,48319.564,49247.43,50165.305,51090.39,52031.925,53003.237,53993.052,54956.736,55833.321,56582.726,57184.324,57661.001,58069.612,58491.145,58983.954,59562.136,60206.941,60903.042,61623.143,62343.379,63069.07,63797.841,64488.338,65087.4,65559.487,65883.961,66076.927,66185.34,66277.335,66402.316
109,Estimates,Timor-Leste,,626,433.398,438.379,443.629,449.209,455.164,461.526,468.314,475.535,483.181,491.235,499.681,508.504,517.704,527.291,537.285,547.688,558.117,568.447,579.192,591.077,604.392,620.138,637.603,653.367,662.803,662.981,652.114,632.227,608.878,589.862,580.73,583.567,596.572,616.65,638.938,659.876,678.277,695.175,711.794,730.158,751.488,776.772,804.803,832.053,853.716,866.7,869.024,862.622,853.069,848.23,853.585,871.353,899.367,933.369,966.987,995.619,1018.013,1035.706,1050.244,1064.191,1079.45
110,Estimates,Viet Nam,,704,24949.467,25511.77,26132.553,26810.902,27545.024,28332.246,29168.97,30050.718,30972.28,31927.959,32912.298,33920.862,34950.922,36001.742,37073.757,38166.133,39279.025,40408.156,41543.198,42670.975,43782.542,44875.05,45952.507,47021.735,48093.049,49175.348,50269.146,51376.118,52507.774,53678.281,54897.387,56169.066,57489.843,58852.292,60244.982,61658.342,63084.681,64521.553,65969.99,67433.249,68909.883,70402.814,71899.198,73363.06,74747.565,76020.043,77166.873,78199.254,79140.734,80027.521,80887.879,81728.768,82547.682,83352.595,84150.651,84947.852,85747.625,86553.201,87369.203,88199.997,89047.397
111,Estimates,Western Asia,,922,51216.398,52485.305,53820.383,55207.574,56637.01,58103.079,59604.586,61144.56,62729.638,64368.992,66071.186,67840.823,69675.587,71565.002,73493.982,75453.355,77439.184,79460.03,81534.528,83688.276,85940.204,88298.849,90761.021,93319.661,95962.479,98681.323,101467.632,104325.994,107276.139,110345.444,113549.281,116897.705,120372.209,123924.641,127489.405,131019.101,134491.062,137916.36,141322.502,144753.355,148238.926,151799.05,155419.425,159056.735,162649.624,166161.244,169576.724,172932.315,176305.431,179802.335,183502.875,187415.072,191523.986,195855.165,200432.866,205261.429,210364.11,215703.213,221145.273,226511.227,231670.546
112,Estimates,Armenia,,51,1353.506,1382.982,1419.913,1463.017,1511.188,1563.508,1619.242,1677.837,1738.902,1802.171,1867.396,1934.239,2002.17,2070.427,2138.133,2204.65,2269.475,2332.624,2394.635,2456.37,2518.408,2580.894,2643.464,2705.584,2766.495,2825.65,2882.831,2938.181,2991.954,3044.564,3096.298,3145.885,3192.877,3239.212,3287.588,3339.147,3396.511,3457.054,3510.439,3542.72,3544.695,3511.912,3449.497,3369.673,3289.943,3223.173,3173.425,3137.652,3112.958,3093.82,3076.098,3059.96,3047.002,3036.032,3025.652,3014.917,3002.911,2989.882,2977.488,2968.154,2963.496
113,Estimates,Azerbaijan,9,31,2895.997,2965.338,3045.429,3133.703,3228.233,3327.733,3431.597,3539.858,3653.083,3772.187,3897.889,4030.13,4167.558,4307.315,4445.653,4579.759,4708.485,4832.098,4950.977,5066.08,5178.16,5287.272,5393.176,5496.061,5596.16,5693.796,5789.05,5882.395,5975.045,6068.531,6163.99,6261.942,6362.289,6464.775,6568.857,6674.107,6779.97,6886.428,6994.139,7104.058,7216.503,7332.519,7450.92,7567.156,7675.128,7770.806,7852.273,7921.745,7984.46,8047.936,8117.742,8195.427,8279.768,8370.169,8465.127,8563.398,8665.006,8770.122,8877.669,8986.266,9094.718
114,Estimates,Bahrain,,48,115.614,116.919,119.689,123.593,128.333,133.653,139.332,145.185,151.067,156.865,162.501,167.924,173.107,178.048,182.774,187.348,191.782,196.203,200.953,206.469,213.102,220.808,229.588,239.86,252.139,266.686,283.843,303.236,323.511,342.829,359.902,374.125,385.95,396.447,407.223,419.425,433.491,449.006,465.254,481.142,495.944,509.645,522.751,535.711,549.17,563.73,579.697,597.4,617.537,640.913,668.239,698.749,732.541,772.058,820.505,879.534,950.951,1032.353,1116.038,1191.539,1251.513
115,Estimates,Cyprus,10,196,494.014,500.378,506.627,513.435,521.187,529.971,539.566,549.459,558.895,566.977,572.929,576.395,577.691,577.912,578.629,580.971,585.311,591.304,598.491,606.117,613.619,620.86,628,635.109,642.335,649.755,657.526,665.528,673.252,680.013,685.406,689.173,691.711,694.074,697.717,703.693,712.34,723.38,736.477,751.047,766.611,783.138,800.66,818.814,837.166,855.389,873.246,890.733,908.04,925.491,943.287,961.481,979.877,998.142,1015.82,1032.586,1048.314,1063.095,1077.089,1090.553,1103.685
116,Estimates,Georgia,11,268,3527.004,3584.698,3646.321,3710.132,3774.81,3839.464,3903.647,3967.337,4030.874,4094.846,4159.769,4225.733,4292.101,4357.379,4419.583,4477.328,4529.961,4577.953,4622.441,4665.146,4707.327,4749.544,4791.48,4832.51,4871.634,4908.265,4942.018,4973.542,5004.521,5037.237,5073.241,5111.792,5151.85,5194.091,5239.352,5287.328,5340.061,5394.998,5441.772,5466.61,5460.309,5418.449,5345.625,5252.851,5156.08,5067.143,4990.097,4922.489,4861.848,4803.312,4743.591,4682.29,4621.837,4564.938,4515.28,4475.306,4446.032,4426.077,4412.502,4401.093,4388.674
117,Estimates,Iraq,,368,5719.191,5901.507,6065.012,6216.13,6360.435,6502.655,6646.641,6795.399,6951.16,7115.509,7289.759,7475.354,7674.22,7888.914,8122.2,8375.791,8651.167,8947.399,9260.685,9585.576,9917.982,10255.904,10599.846,10951.169,11312.304,11684.585,12068.3,12461.337,12859.762,13258.367,13653.358,14045.45,14435.914,14822.565,15202.85,15576.396,15941.197,16301.879,16672.907,17073.5,17517.521,18009.865,18547.047,19123.947,19731.733,20363.138,21017.108,21693.597,22387.179,23091.408,23801.156,24516.842,25238.267,25959.531,26673.536,27377.045,28064.095,28740.63,29429.829,30163.199,30962.38
118,Estimates,Israel,,376,1257.971,1354.097,1451.493,1546.239,1635.786,1718.955,1796.009,1868.581,1939.449,2012.158,2089.891,2174.271,2264.304,2355.929,2443.297,2522.53,2591.594,2652.697,2711.303,2775.162,2849.623,2936.668,3033.919,3137.029,3239.561,3336.76,3427.662,3513.516,3594.47,3671.264,3744.667,3815.27,3883.547,3950.241,4016.229,4082.781,4148.764,4215.756,4290.86,4383.341,4499.161,4641.6,4806.983,4985.652,5163.901,5331.622,5486.219,5630.066,5764.197,5891.263,6013.711,6129.59,6238.958,6348.782,6468.354,6603.677,6758.761,6930.068,7106.828,7273.804,7420.368
119,Estimates,Jordan,,400,448.861,503.116,542.123,574.887,608.017,645.724,689.705,739.263,791.658,842.721,888.632,927.85,962.783,1000.506,1050.725,1119.798,1210.948,1320.414,1438.986,1553.585,1654.769,1739.903,1811.87,1873.548,1929.939,1985.121,2039.114,2091.716,2146.662,2208.562,2280.67,2365.665,2462.968,2568.582,2676.515,2782.885,2884.065,2982.349,3086.664,3209.466,3358.453,3538.411,3743.129,3955.939,4153.717,4320.158,4450.852,4551.911,4630.762,4699.278,4767.476,4835.108,4902.974,4983.508,5092.185,5239.417,5428.896,5655.856,5911.202,6181.307,6454.554
120,Estimates,Kuwait,,414,152.249,163.688,173.689,182.012,188.845,194.811,200.995,208.913,220.421,237.542,261.994,294.67,335.186,381.688,431.404,482.247,533.633,585.968,639.328,694.069,750.423,808.277,867.326,927.403,988.328,1049.988,1112.107,1174.713,1238.353,1303.795,1371.494,1439.561,1507.059,1576.266,1650.388,1730.441,1821.56,1919.98,2007.415,2059.222,2059.774,1999.651,1889.536,1758.579,1647.698,1586.123,1585.244,1635.999,1722.208,1818.405,1906.231,1980.604,2048.232,2116.353,2196.466,2296.314,2417.445,2554.92,2702.221,2850.102,2991.58
121,Estimates,Lebanon,,422,1334.618,1358.22,1392.725,1434.845,1481.96,1532.111,1584.034,1637.126,1691.366,1747.163,1804.927,1864.605,1925.276,1984.982,2041.212,2092.354,2136.64,2174.85,2210.965,2250.609,2297.403,2353.569,2416.743,2480.426,2535.503,2575.693,2598.362,2606.224,2604.875,2602.573,2605.294,2615.753,2632.281,2651.295,2667.229,2676.593,2677.29,2672.182,2668.593,2676.615,2703.019,2752.473,2821.868,2900.862,2974.647,3033.406,3070.984,3092.718,3114.014,3156.706,3235.38,3357.6,3515.604,3690.11,3853.582,3986.865,4079.823,4139.813,4186.088,4246.924,4341.092
122,Estimates,Oman,,512,456.418,462.257,469.35,477.437,486.31,495.824,505.889,516.473,527.598,539.327,551.737,564.895,578.825,593.504,608.889,625.007,642.005,660.117,679.593,700.729,723.85,748.971,776.379,806.989,841.947,882.044,927.433,977.788,1032.772,1091.831,1154.375,1220.512,1289.842,1360.637,1430.68,1498.416,1562.144,1622.123,1681.07,1742.95,1810.103,1885.036,1965.586,2043.912,2109.246,2154.6,2175.998,2177.723,2171.135,2172.287,2192.535,2239.025,2308.409,2389.121,2464.001,2522.325,2554.905,2569.739,2593.523,2663.224,2802.768
123,Estimates,Qatar,,634,24.999,27.475,29.843,32.031,34.018,35.838,37.585,39.406,41.492,44.065,47.316,51.363,56.196,61.657,67.497,73.554,79.746,86.172,93.056,100.71,109.342,119.26,130.39,142.126,153.61,164.354,173.786,182.404,192.059,205.286,223.752,248.077,277.245,309.256,341.249,371.026,398.284,423.3,445.197,463.079,476.517,485.129,489.606,491.996,495.106,501.154,512.476,529.491,550.367,572.155,593.693,611.808,629.745,660.238,720.383,821.159,967.602,1152.459,1359.114,1564.082,1749.713
124,Estimates,Saudi Arabia,,682,3121.336,3198.164,3282.274,3370.647,3461.307,3553.33,3646.884,3743.188,3844.352,3953.12,4072.11,4202.984,4345.738,4498.39,4657.855,4822.502,4992.625,5171.093,5362.099,5571.166,5802.967,6059.524,6342.159,6654.009,6998.359,7377.881,7790.588,8236.583,8722.48,9256.774,9843.265,10484.746,11172.632,11885.086,12592.829,13273.786,13918.323,14528.398,15107.785,15665.086,16206.078,16739.895,17263.613,17758.096,18197.011,18567.343,18848.35,19060.85,19282.965,19620.692,20144.584,20891.594,21825.217,22852.333,23839.231,24690.067,25371.936,25915.624,26366.358,26796.375,27258.387
125,Estimates,State of Palestine,12,275,931.926,923.739,931.868,948.695,968.522,987.572,1004.084,1018.217,1031.772,1047.735,1068.886,1096.319,1128.152,1158.971,1181.397,1190.716,1184.034,1164.442,1140.513,1124.296,1124.293,1143.842,1179.924,1226.921,1276.241,1321.652,1361.626,1398.27,1433.329,1469.78,1509.821,1554.045,1601.746,1652.382,1705.028,1759.222,1814.599,1872.035,1933.789,2002.87,2081.347,2169.247,2265.537,2369.762,2481.112,2598.393,2722.497,2851.993,2980.563,3099.951,3204.572,3291.62,3363.542,3426.549,3489.743,3559.856,3638.829,3725.076,3817.551,3914.035,4012.88
126,Estimates,Syrian Arab Republic,,760,3413.329,3500.65,3595.227,3697.041,3805.985,3921.864,4044.39,4173.185,4307.809,4447.797,4592.777,4742.596,4897.428,5057.825,5224.579,5398.333,5579.283,5767.478,5963.248,6166.933,6378.802,6599.366,6828.765,7066.474,7311.685,7564,7822.61,8088.148,8363.346,8651.904,8956.156,9277.28,9613.572,9960.919,10313.558,10667.245,11020.57,11374.437,11729.76,12088.336,12451.539,12818.302,13187.96,13562.742,13945.646,14338.24,14746.306,15168.523,15591.261,15995.76,16371.208,16700.984,16994.676,17298.476,17676.012,18167.367,18804.914,19561.477,20346.056,21031.546,21532.647
127,Estimates,Turkey,,792,21238.496,21806.355,22393.931,22999.018,23619.469,24253.2,24898.17,25552.398,26214.022,26881.379,27553.28,28229.291,28909.985,29597.047,30292.969,31000.167,31718.266,32448.404,33196.289,33969.201,34772.031,35608.079,36475.356,37366.922,38272.701,39185.637,40100.696,41020.211,41953.105,42912.35,43905.79,44936.836,45997.94,47072.603,48138.191,49178.079,50186.914,51168.27,52125.597,53065.801,53994.605,54911.233,55815.175,56713.073,57613.441,58522.32,59442.502,60372.413,61308.204,62243.779,63174.483,64100.297,65022.3,65938.265,66845.635,67743.052,68626.337,69496.513,70363.511,71241.08,72137.546
