Index,Variant,"Major area, region, country or area",Notes,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
41,Estimates,Algeria,,12,8872.247,9058.684,9252.644,9458.701,9679.759,9917.048,10170.026,10436.481,10712.817,10994.549,11277.757,11560.65,11844.928,12136.371,12443.175,12771.084,13122.912,13496.577,13887.045,14286.826,14690.855,15098.212,15511.892,15935.594,16374.671,16833.516,17311.457,17808.536,18330.535,18884.689,19475.204,20103.931,20766.568,21453.278,22150.483,22847.437,23539.383,24225.748,24904.931,25576.596,26239.708,26893.663,27535.151,28157.56,28752.749,29315.463,29845.208,30345.466,30820.435,31276.295,31719.449,32150.198,32572.977,33003.442,33461.345,33960.903,34507.214,35097.043,35725.377,36383.302,37062.82
42,Estimates,Egypt,,818,21514.024,22020.347,22561.877,23137.661,23746.513,24387.004,25057.463,25755.976,26480.417,27228.47,27997.745,28785.879,29590.639,30409.962,31241.836,32083.955,32937.066,33798.82,34660.399,35510.567,36342.268,37152.209,37945.429,38733.784,39533.995,40359.038,41212.513,42093.668,43005.773,43951.351,44931.971,45945.655,46991.385,48071.851,49190.419,50346.551,51545.011,52776.85,54011.214,55207.254,56336.614,57387.589,58370.712,59307.778,60231.864,61168.397,62123.592,63094.069,64084.443,65097.777,66136.59,67204.189,68302.914,69432.477,70591.288,71777.678,72990.754,74229.577,75491.922,76775.023,78075.705
43,Estimates,Libya,,434,1113.382,1128.83,1148.155,1171.187,1197.786,1227.845,1261.289,1298.075,1338.188,1381.638,1428.435,1478.58,1532.042,1588.755,1648.635,1711.637,1777.725,1846.963,1919.537,1995.704,2075.651,2159.518,2247.28,2338.769,2433.719,2531.982,2632.823,2736.28,2843.816,2957.454,3078.255,3207.065,3342.302,3479.637,3613.208,3738.814,3854.631,3961.787,4062.672,4161.093,4259.811,4359.515,4459.214,4558.021,4654.483,4747.619,4837.354,4924.347,5009.24,5092.939,5176.185,5258.677,5340.389,5422.612,5507,5594.45,5686.475,5782.108,5876.805,5964.325,6040.612
44,Estimates,Morocco,,504,8985.99,9250.885,9535.253,9839.361,10162.435,10502.663,10857.119,11221.836,11592.03,11962.462,12328.534,12687.467,13039.318,13387.425,13737.16,14092.269,14454.566,14822.362,15191.876,15557.664,15916.387,16266.807,16611.97,16958.091,17313.732,17685.326,18074.081,18478.909,18900.97,19340.967,19798.703,20274.839,20767.511,21270.638,21776.104,22277.541,22772.287,23260.094,23739.98,24211.718,24674.974,25128.064,25569.662,26000.345,26421.309,26833.093,27237.15,27632.321,28013.585,28374.203,28710.123,29021.156,29311.443,29586.937,29855.82,30125.445,30395.097,30667.086,30955.151,31276.564,31642.36
45,Estimates,Sudan,,729,5733.944,5883.67,6039.086,6200.492,6368.211,6542.583,6723.968,6912.742,7109.305,7314.066,7527.45,7749.884,7981.797,8223.613,8475.765,8738.703,9013.112,9299.545,9598.196,9909.152,10232.758,10568.788,10918.137,11283.574,11668.674,12075.841,12506.035,12958.11,13429.688,13917.268,14418.063,14935.032,15469.003,16012.898,16557.307,17097.619,17622.954,18139.966,18682.216,19295.483,20008.804,20840.825,21771.781,22745.49,23683.211,24529.722,25263.021,25903.704,26491.253,27085.465,27729.798,28434.81,29186.427,29973.979,30778.572,31585.871,32397.535,33218.25,34040.065,34853.178,35652.002
46,Estimates,Tunisia,,788,3098.621,3174.686,3252.147,3330.379,3409.086,3488.301,3568.411,3650.131,3734.441,3822.481,3915.22,4013.115,4115.805,4221.985,4329.767,4437.772,4545.919,4654.636,4763.704,4872.974,4982.564,5092.185,5202.454,5315.531,5434.278,5560.778,5695.769,5838.798,5989.249,6145.995,6308.096,6475.068,6646.813,6823.131,7003.884,7188.667,7376.818,7567.199,7758.276,7948.214,8135.302,8319.297,8499.285,8672.158,8834.117,8982.649,9116.617,9237.249,9347.451,9451.481,9552.776,9652.12,9749.636,9847.323,9947.369,10051.352,10160.243,10273.932,10391.46,10511.204,10631.83
47,Estimates,Western Sahara,,732,13.766,16.061,17.576,18.727,19.839,21.149,22.798,24.837,27.239,29.913,32.758,35.723,38.853,42.309,46.314,50.969,56.624,63.123,69.478,74.336,76.875,76.373,73.481,70.407,70.21,74.956,85.614,101.178,119.326,136.695,150.872,161.073,168.075,172.919,177.289,182.421,188.577,195.354,202.555,209.797,216.828,223.795,230.948,238.261,245.691,253.302,260.811,268.469,277.502,289.539,305.615,326.349,351.054,377.841,404.054,427.782,448.326,466.239,482.387,498.18,514.648
48,Estimates,Southern Africa,,913,15587.911,15937.044,16304.349,16686.41,17080.951,17486.845,17904.155,18334.093,18778.827,19241.18,19723.73,20227.83,20752.774,21295.424,21851.24,22417.314,22991.674,23576.255,24176.703,24800.903,25454.148,26139.408,26854.031,27590.877,28339.714,29093.499,29848.353,30607.236,31378.107,32172.543,32998.214,33859.652,34752.595,35665.428,36581.702,37490.407,38381.809,39260.753,40147.907,41072.623,42053.111,43099.435,44196.732,45307.962,46381.81,47381.729,48294.044,49130.338,49910.455,50665.725,51419.554,52174.109,52922.743,53669.553,54417.864,55168.608,55926.9,56689.426,57438.126,58148.307,58802.729
49,Estimates,Botswana,,72,412.533,425.273,437.201,448.478,459.273,469.76,480.123,490.554,501.246,512.393,524.173,536.728,550.152,564.484,579.729,595.904,613.097,631.398,650.835,671.416,693.176,716.052,740.118,765.685,793.164,822.806,854.746,888.776,924.373,960.807,997.534,1034.324,1071.254,1108.461,1146.205,1184.657,1223.738,1263.269,1303.192,1343.44,1383.912,1424.513,1465.072,1505.303,1544.865,1583.453,1620.989,1657.349,1692.148,1724.924,1755.375,1783.349,1808.976,1832.602,1854.739,1875.805,1895.944,1915.187,1933.719,1951.715,1969.341
50,Estimates,Lesotho,,426,733.942,744.32,754.849,765.564,776.514,787.76,799.377,811.453,824.086,837.375,851.412,866.253,881.91,898.342,915.473,933.251,951.736,970.972,990.869,1011.308,1032.24,1053.524,1075.281,1098.033,1122.484,1149.09,1177.975,1208.836,1241.159,1274.216,1307.403,1340.694,1374.044,1406.818,1438.248,1467.856,1495.101,1520.244,1544.58,1569.936,1597.534,1627.9,1660.36,1693.459,1725.118,1753.824,1779.197,1801.679,1821.609,1839.611,1856.225,1871.5,1885.487,1898.757,1912.022,1925.844,1940.413,1955.784,1972.199,1989.873,2008.921
51,Estimates,Namibia,,516,485.274,494.611,504.552,515.04,526.036,537.519,549.482,561.936,574.907,588.43,602.545,617.282,632.658,648.668,665.297,682.553,700.316,718.622,737.802,758.305,780.386,804.309,829.806,855.965,881.53,905.647,928.228,949.734,970.569,991.365,1012.761,1034.446,1056.758,1081.74,1112.044,1149.389,1194.769,1247.186,1303.879,1360.921,1415.447,1466.152,1513.689,1559.48,1605.828,1654.214,1705.309,1757.969,1809.719,1857.149,1897.953,1931.282,1958.303,1981.237,2003.32,2027.026,2052.931,2080.7,2110.791,2143.498,2178.967
52,Estimates,South Africa,,710,13683.162,13993.888,14322.409,14665.139,15019.626,15384.557,15759.812,16146.41,16546.324,16962.183,17396.367,17850.045,18322.335,18809.939,19308.166,19813.947,20325.23,20843.785,21374.931,21926.165,22502.502,23106.806,23736.489,24384.538,25040.94,25698.856,26354.14,27009.755,27674.446,28360.82,29077.143,29828.874,30611.206,31409.913,32204.952,32983.013,33733.411,34462.637,35194.906,35964.539,36793.49,37693.622,38649.664,39623.496,40561.776,41426.81,42204.043,42906.581,43558.285,44195.89,44846.286,45513.217,46187.794,46869.028,47553.025,48235.291,48919.359,49602.778,50267.488,50889.543,51452.352
53,Estimates,Swaziland,,748,273,278.952,285.338,292.189,299.502,307.249,315.361,323.74,332.264,340.799,349.233,357.522,365.719,373.991,382.575,391.659,401.295,411.478,422.266,433.709,445.844,458.717,472.337,486.656,501.596,517.1,533.264,550.135,567.56,585.335,603.373,621.314,639.333,658.496,680.253,705.492,734.79,767.417,801.35,833.787,862.728,887.248,907.947,926.224,944.223,963.428,984.506,1006.76,1028.694,1048.151,1063.715,1074.761,1082.183,1087.929,1094.758,1104.642,1118.253,1134.977,1153.929,1173.678,1193.148
54,Estimates,Western Africa,,914,70680.614,71749.002,72905.546,74142.7,75454.377,76835.946,78284.29,79797.743,81375.988,83019.79,84730.405,86508.831,88355.229,90268.652,92247.782,94293.111,96405.766,98590.841,100858.025,103219.67,105686.066,108260.926,110946.628,113750.282,116679.449,119739.478,122933.026,126259.35,129715.591,133296.791,136998.207,140822.033,144766.767,148819.526,152963.543,157187.908,161485.265,165861.558,170335.536,174933.877,179675.356,184570.756,189613.866,194786.248,200060.611,205419.437,210862.371,216403.843,222059.882,227852.827,233802.889,239915.583,246199.283,252680.823,259392.341,266357.88,273588.937,281084.593,288840.061,296844.383,305088.164
55,Estimates,Benin,,204,2255.221,2258.049,2264.378,2274.13,2287.225,2303.585,2323.131,2345.782,2371.461,2400.094,2431.62,2466.002,2503.232,2543.335,2586.362,2632.36,2681.382,2733.45,2788.551,2846.652,2907.769,2971.941,3039.3,3110.074,3184.547,3262.959,3345.501,3432.262,3523.27,3618.509,3718.024,3822.206,3931.355,4045.352,4163.968,4287.263,4414.45,4546.136,4685.375,4836.24,5001.271,5182.525,5378.226,5582.42,5786.794,5985.658,6176.318,6361.301,6546.493,6740.491,6949.366,7174.911,7414.744,7665.681,7922.796,8182.362,8443.671,8707.49,8973.293,9240.783,9509.798
56,Estimates,Burkina Faso,,854,4284.457,4324.493,4367.137,4413.203,4463.165,4517.155,4574.942,4635.954,4699.342,4764.08,4829.291,4894.578,4960.325,5027.818,5098.892,5174.869,5256.363,5343.02,5434.04,5528.172,5624.597,5723.379,5825.171,5930.487,6040.044,6154.548,6274.037,6398.937,6530.82,6671.659,6822.84,6985.158,7158.256,7340.907,7531.244,7727.912,7930.69,8140.076,8356.306,8579.825,8811.033,9050.09,9297.116,9552.473,9816.586,10089.876,10372.562,10664.982,10967.836,11281.942,11607.944,11946.08,12296.399,12659.086,13034.258,13421.929,13822.257,14235.075,14659.646,15094.967,15540.284
57,Estimates,Cape Verde,,132,178.066,182.151,185.916,189.361,192.525,195.481,198.345,201.27,204.437,208.04,212.247,217.15,222.725,228.818,235.189,241.659,248.05,254.371,260.848,267.814,275.426,283.99,293.218,301.968,308.699,312.413,312.516,309.609,305.363,302.133,301.591,304.432,310.092,317.457,324.815,330.966,335.517,338.984,342.157,346.209,351.96,359.642,368.873,379.1,389.504,399.477,408.79,417.562,425.932,434.168,442.426,450.812,459.14,466.939,473.577,478.651,481.94,483.713,484.651,485.714,487.601
58,Estimates,Côte d'Ivoire,,384,2630.131,2692.657,2758.455,2827.844,2901.307,2979.491,3063.218,3153.472,3251.367,3358.089,3474.724,3602.075,3740.503,3889.859,4049.675,4219.739,4400.054,4591.238,4794.399,5010.962,5241.914,5487.594,5747.633,6021.405,6307.936,6606.395,6916.167,7237.015,7568.872,7911.804,8265.549,8630.174,9004.637,9386.245,9771.533,10158.033,10543.628,10928.719,11316.361,11711.125,12115.806,12530.078,12950.995,13375.363,13798.862,14217.43,14632.391,15042.149,15436.47,15802.248,16131.332,16420.173,16674.987,16909.801,17144.325,17393.994,17662.417,17949.061,18260.044,18601.342,18976.588
59,Estimates,Gambia,,270,271.372,272.719,276.771,283.502,292.713,304.033,316.906,330.603,344.265,356.966,367.929,376.736,383.525,389.07,394.552,400.865,408.182,416.342,425.509,435.8,447.283,460.193,474.538,489.86,505.512,521.07,536.409,551.823,567.828,585.155,604.371,625.413,648.202,673.23,701.097,732.092,766.598,804.134,843.06,881.146,916.811,949.479,979.666,1008.242,1036.58,1065.746,1095.93,1126.986,1159.271,1193.143,1228.863,1266.691,1306.667,1348.548,1391.934,1436.549,1482.324,1529.406,1577.984,1628.332,1680.64
60,Estimates,Ghana,,288,4980.878,5068.464,5191.283,5339.271,5504.377,5680.556,5863.86,6052.353,6245.852,6445.506,6652.516,6866.78,7085.698,7303.664,7513.51,7710.761,7891.194,8057.629,8221.194,8397.508,8597.133,8827.429,9083.737,9350.286,9604.475,9831.636,10023.738,10190.202,10354.855,10551.189,10802.497,11118.132,11488.683,11895.742,12311.805,12716.887,13104.616,13480.997,13853.171,14233.006,14628.693,15043.053,15471.695,15907.265,16339.278,16760.926,17169.151,17568.461,17968.83,18384.302,18825.034,19293.392,19786.307,20301.686,20835.514,21384.034,21947.779,22525.659,23110.139,23691.533,24262.901
61,Estimates,Guinea,,324,3093.651,3141.578,3185.626,3228.254,3271.36,3316.283,3363.773,3414.02,3466.721,3521.188,3576.684,3632.778,3689.661,3748.272,3809.929,3875.205,3944.983,4017.946,4089.829,4154.897,4209.201,4252.126,4285.526,4311.157,4331.801,4350.256,4366.83,4383.225,4405.432,4440.982,4495.479,4573.076,4673.637,4793.275,4925.668,5067.026,5211.764,5363.069,5535.918,5750.861,6020.113,6351.76,6734.242,7136.11,7514.053,7837.173,8094.751,8296.478,8457.221,8600.911,8746.128,8895.353,9045.748,9204.581,9379.621,9576.331,9798.963,10046.967,10314.678,10593.248,10876.033
62,Estimates,Guinea-Bissau,,624,518.171,532.699,547.466,561.985,575.867,588.815,600.637,611.233,620.598,628.801,635.956,642.182,647.572,652.18,656.056,659.368,661.811,663.719,666.641,672.62,682.966,698.632,718.837,741.03,761.613,778.096,789.452,796.727,802.025,808.46,818.28,832.141,849.298,868.908,889.592,910.336,930.962,951.816,973.017,994.816,1017.385,1040.717,1064.691,1089.235,1114.249,1139.667,1165.465,1191.672,1218.336,1245.53,1273.312,1301.748,1330.849,1360.559,1390.791,1421.515,1452.659,1484.337,1516.92,1550.905,1586.624
63,Estimates,Liberia,,430,930.026,943.241,957.864,973.896,991.312,1010.064,1030.07,1051.225,1073.402,1096.468,1120.314,1144.896,1170.267,1196.588,1224.094,1252.968,1283.304,1315.119,1348.448,1383.305,1419.728,1457.714,1497.356,1538.882,1582.584,1628.656,1676.016,1724.313,1775.2,1830.963,1892.529,1961.795,2036.325,2107.523,2163.835,2197.442,2206.867,2196.204,2170.426,2137.018,2102.877,2066.06,2028.672,2006.349,2019.148,2079.921,2197.801,2365.29,2558.085,2741.755,2891.968,2998.77,3070.673,3124.222,3184.643,3269.786,3384.791,3522.294,3672.714,3821.44,3957.99
64,Estimates,Mali,,466,4637.634,4672.727,4711.27,4752.916,4797.299,4844.041,4892.739,4942.974,4994.329,5046.413,5098.942,5151.827,5205.248,5259.686,5315.835,5374.327,5435.158,5498.558,5565.67,5637.927,5716.294,5801.472,5893.113,5989.84,6089.644,6191.134,6293.218,6396.391,6502.693,6615.058,6735.247,6865.516,7004.456,7145.879,7281.246,7405.201,7514.77,7613.99,7713.098,7826.368,7964.066,8130.473,8322.743,8535.338,8759.442,8988.853,9222.157,9462.256,9712.365,9977.308,10260.577,10562.768,10882.662,11219.737,11572.936,11941.258,12325.545,12725.629,13138.299,13559.296,13985.961
65,Estimates,Mauritania,,478,660.491,675.621,691.858,709.172,727.533,746.914,767.29,788.639,810.938,834.169,858.316,883.366,909.31,936.144,963.865,992.474,1021.972,1052.36,1083.646,1115.834,1148.936,1182.958,1217.914,1253.831,1290.741,1328.672,1367.629,1407.619,1448.677,1490.842,1534.141,1578.67,1624.427,1671.233,1718.837,1767.099,1815.983,1865.686,1916.611,1969.295,2024.163,2081.38,2140.957,2202.966,2267.433,2334.388,2403.805,2475.726,2550.307,2627.739,2708.095,2791.403,2877.431,2965.667,3055.425,3146.164,3237.713,3330.037,3422.901,3516.077,3609.42
66,Estimates,Niger,,562,2559.703,2633.453,2707.196,2781.072,2855.332,2930.345,3006.602,3084.71,3165.363,3249.293,3337.141,3429.301,3525.797,3626.224,3729.912,3836.373,3945.602,4057.818,4173.03,4291.28,4412.638,4537.09,4664.739,4795.926,4931.095,5070.583,5214.731,5363.565,5516.743,5673.727,5834.248,5998.722,6167.768,6341.634,6520.599,6705.21,6895.733,7093.264,7300.22,7519.642,7753.907,8004.058,8270.248,8552.812,8851.763,9167.078,9499.605,9849.621,10215.806,10596.258,10989.815,11396.434,11817.297,12254.04,12708.897,13183.798,13679.705,14197.289,14737.895,15302.948,15893.746
67,Estimates,Nigeria,,566,37859.744,38431.322,39049.83,39707.795,40399.77,41122.332,41874.186,42656.058,43470.429,44321.061,45211.614,46144.154,47117.859,48128.461,49169.82,50238.57,51336.376,52468.594,53640.549,54859.202,56131.845,57453.735,58829.321,60285.455,61857.025,63565.601,65426.979,67425.439,69512.236,71619.219,73698.099,75729.574,77729.805,79729.313,81775.217,83901.572,86118.046,88412.92,90773.617,93179.76,95617.35,98085.373,100592.242,103144.749,105752.796,108424.827,111166.21,113979.481,116867.371,119831.888,122876.727,126004.992,129224.641,132550.146,135999.25,139585.891,143314.909,147187.353,151208.08,155381.02,159707.78
68,Estimates,Saint Helena,3,654,4.972,5.01,5.018,5.005,4.98,4.946,4.909,4.87,4.831,4.791,4.75,4.708,4.67,4.64,4.623,4.627,4.652,4.696,4.754,4.82,4.885,4.95,5.014,5.076,5.131,5.178,5.215,5.242,5.264,5.291,5.329,5.379,5.438,5.499,5.551,5.586,5.603,5.603,5.589,5.564,5.531,5.489,5.438,5.384,5.332,5.287,5.252,5.224,5.197,5.163,5.113,5.046,4.967,4.876,4.78,4.683,4.585,4.488,4.396,4.312,4.244
69,Estimates,Senegal,,686,2476.638,2529.739,2586.886,2648.045,2713.148,2782.082,2854.692,2930.784,3010.136,3092.514,3177.737,3265.73,3356.581,3450.567,3548.083,3649.456,3754.429,3862.964,3975.826,4094.016,4218.056,4348.862,4485.775,4625.876,4765.169,4901.053,5032.394,5160.81,5289.871,5424.642,5568.908,5723.711,5888.343,6062.681,6246.065,6437.891,6638.009,6846.349,7062.329,7285.204,7514.11,7749.606,7990.968,8234.586,8475.766,8711.528,8940.298,9164.05,9387.783,9618.564,9861.679,10119.118,10390.05,10673.535,10967.568,11270.826,11582.925,11904.974,12238.791,12586.827,12950.564
70,Estimates,Sierra Leone,,694,1944.001,1959.597,1976.684,1995.158,2014.943,2035.984,2058.259,2081.771,2106.548,2132.638,2160.111,2189.04,2219.498,2251.563,2285.313,2320.858,2358.225,2397.572,2439.31,2483.952,2531.874,2583.2,2637.861,2695.784,2756.81,2820.782,2887.735,2957.599,3029.965,3104.305,3180.237,3255.883,3330.947,3408.34,3492.174,3584.397,3688.492,3800.961,3908.478,3993.016,4042.678,4053.257,4031.73,3991.434,3951.544,3927.105,3919.708,3928.313,3961.869,4030.443,4139.757,4295.667,4493.047,4712.763,4928.175,5119.895,5280.909,5416.015,5532.139,5641.182,5751.976
71,Estimates,Togo,,768,1395.458,1425.482,1441.908,1452.091,1461.521,1473.839,1490.731,1512.025,1535.969,1559.679,1580.513,1597.528,1612.758,1631.763,1662.072,1708.632,1774.029,1855.445,1945.781,2034.909,2115.521,2185.661,2247.575,2303.345,2356.623,2410.446,2464.459,2518.572,2576.477,2642.853,2720.838,2812.051,2915.098,3026.308,3140.297,3252.995,3363.537,3472.65,3579.803,3684.782,3787.602,3887.716,3985.364,4082.422,4181.481,4284.497,4392.177,4504.291,4620.71,4740.974,4864.753,4992.225,5123.674,5258.956,5397.851,5540.214,5685.845,5834.806,5987.491,6144.457,6306.014
72,Estimates,ASIA,,935,1395749.366,1425761.93,1454048.889,1481618.778,1509265.457,1537568.149,1566881.775,1597346.607,1628917.156,1661410.319,1694649.832,1728620.355,1763602.29,1800229.568,1839325.938,1881423.443,1926742.616,1974949.506,2025318.908,2076816.035,2128630.599,2180607.909,2232790.879,2284814.649,2336300.932,2387023.632,2436767.991,2485676.732,2534347.097,2583627.703,2634161.25,2685976.758,2738950.383,2793363.887,2849521.155,2907534.824,2967577.025,3029310.337,3091690.965,3153312.566,3213123.453,3270765.475,3326386.015,3380074.074,3432105.144,3482718.617,3531855.644,3579496.634,3625999.081,3671835.531,3717371.723,3762760.354,3808001.882,3853120.4,3898086.152,3942881.651,3987508.86,4032014.496,4076462.964,4120930.458,4165440.162
73,Estimates,Eastern Asia,,906,666248.947,682998.99,697144.484,709696.808,721457.816,733019.827,744756.293,756831.138,769226.735,781790.555,794375.107,806987.187,819918.499,833801.61,849451.382,867398.501,887851.761,910495.632,934667.609,959415.406,983979.906,1008235.898,1032187.589,1055368.48,1077258.151,1097526.05,1115944.56,1132684.368,1148332.372,1163735.394,1179550.324,1195831.367,1212503.908,1229925.83,1248496.65,1268426.316,1289923.496,1312727.286,1335980.43,1358503.021,1379415.149,1398450.438,1415758.421,1431394.897,1445557.464,1458428.147,1469965.904,1480184.611,1489414.89,1498092.554,1506560.817,1514951.882,1523283.163,1531638.687,1540071.961,1548621.153,1557334.246,1566233.045,1575282.592,1584417.666,1593571.474
74,Estimates,China,4,156,543776.08,558818.732,571164.85,581812.459,591557.757,600995.113,610508.226,620278.967,630313.915,640488.586,650680.114,660908.776,671461.832,682946.59,696140.04,711546.584,729376.556,749328.87,770744.329,792676.819,814377.714,835717.139,856714.941,876960.305,896005.172,913570.229,929457.316,943824.169,957214.225,970407.787,984015.677,998075.246,1012533.792,1027787.912,1044293.499,1062299.217,1082028.485,1103201.96,1124927.784,1145975.504,1165428.967,1183008.409,1198875.063,1213103.674,1225921.585,1237531.429,1247897.092,1257021.784,1265222.536,1272915.272,1280428.583,1287890.449,1295322.02,1302810.258,1310414.386,1318176.835,1326146.433,1334343.509,1342732.604,1351247.555,1359821.465
75,Estimates,"China, Hong Kong SAR",5,344,1973.998,2036.15,2133.603,2249.334,2370.828,2490.069,2603.777,2713.176,2823.302,2941.857,3075.752,3227.426,3391.625,3554.025,3695.136,3801.814,3868.497,3901.653,3915.095,3928.928,3958.197,4005.761,4068.406,4147.596,4243.512,4355.301,4485.813,4633.329,4786.58,4930.298,5053.684,5152.057,5228.813,5291.21,5350.467,5414.79,5487.105,5565.046,5645.362,5722.767,5794.034,5855.87,5911.054,5969.419,6044.449,6144.498,6275.363,6430.651,6591.717,6732.627,6835.301,6892.752,6912.079,6906.631,6896.523,6896.686,6910.671,6934.748,6967.866,7006.93,7049.514
76,Estimates,"China, Macao SAR",6,446,196.482,195.95,193.743,190.288,186.032,181.45,177.041,173.329,170.844,170.088,171.456,175.135,181.025,188.703,197.523,206.91,216.873,227.258,237.129,245.31,250.997,253.881,254.282,252.845,250.55,248.213,245.915,243.729,242.458,243.073,246.236,252.258,260.921,271.674,283.672,296.222,309.226,322.655,335.952,348.467,359.735,369.484,377.799,385.041,391.783,398.459,405.231,412.031,418.81,425.448,431.907,438.08,444.15,450.711,458.542,468.149,479.808,493.206,507.528,521.617,534.626
77,Estimates,Dem. People's Republic of Korea,,408,10549.469,10248.496,10049.027,9957.245,9972.438,10086.994,10285.936,10547.391,10843.979,11145.152,11424.179,11665.593,11871.721,12065.471,12282.423,12547.526,12864.685,13221.828,13608.614,14009.171,14410.403,14812.366,15214.618,15603.005,15960.131,16274.744,16539.033,16758.831,16953.627,17151.326,17372.172,17623.339,17899.241,18191.886,18488.002,18778.106,19058.994,19334.557,19610.518,19895.397,20194.361,20510.215,20838.09,21166.238,21478.552,21763.678,22016.518,22240.833,22444.993,22641.754,22840.225,23043.449,23248.059,23449.18,23639.303,23813.333,23969.917,24111.989,24243.894,24371.865,24500.52
78,Estimates,Japan,,392,82199.47,83794.452,85174.909,86378.004,87438.747,88389.994,89262.489,90084.818,90883.29,91681.713,92500.754,93357.259,94263.646,95227.653,96253.064,97341.852,98494.63,99711.082,100988.866,102323.674,103707.537,105142.875,106616.535,108085.729,109495.053,110804.519,111992.858,113067.848,114054.587,114993.274,115912.104,116821.569,117708.919,118552.097,119318.921,119988.663,120551.455,121021.83,121432.942,121831.143,122249.285,122702.527,123180.357,123658.854,124101.546,124483.305,124794.906,125048.712,125266.855,125481.436,125714.674,125973.93,126249.09,126523.597,126772.899,126978.754,127136.02,127248.855,127319.434,127352.872,127352.833
79,Estimates,Mongolia,,496,780.199,793.535,807.923,823.057,838.782,855.096,872.156,890.274,909.879,931.479,955.508,982.174,1011.322,1042.377,1074.511,1107.119,1139.955,1173.18,1207.102,1242.208,1278.82,1317.044,1356.666,1397.302,1438.421,1479.648,1520.864,1562.211,1603.907,1646.29,1689.621,1733.477,1777.724,1823.211,1871.083,1921.881,1976.309,2033.347,2089.721,2141.016,2184.159,2217.937,2243.525,2263.224,2280.519,2298.063,2316.598,2335.723,2355.618,2376.197,2397.473,2419.669,2443.231,2468.595,2496.248,2526.502,2559.496,2595.068,2632.834,2672.223,2712.738
80,Estimates,Republic of Korea,,410,19211.386,19304.737,19566.86,19979.069,20520.601,21168.611,21897.911,22681.233,23490.027,24295.786,25074.028,25808.542,26495.107,27143.075,27770.874,28392.722,29006.181,29606.633,30204.127,30811.523,31437.141,32087.884,32759.447,33435.268,34091.816,34713.078,35290.737,35832.213,36356.187,36889.651,37451.085,38046.253,38665.964,39295.418,39912.9,40501.917,41058.854,41586.382,42081.911,42544.024,42972.254,43364.294,43720.846,44048.595,44356.925,44652.994,44940.974,45220.543,45489.131,45742.103,45977.21,46192.932,46393.993,46591.762,46801.31,47033.082,47291.491,47572.585,47867.97,48164.969,48453.931
81,Estimates,Other non-specified areas,,158,7561.863,7806.938,8053.569,8307.352,8572.631,8852.5,9148.757,9461.95,9791.499,10135.894,10493.316,10862.282,11242.221,11633.716,12037.811,12453.974,12884.384,13325.128,13762.347,14177.773,14559.097,14898.948,15202.694,15486.43,15773.496,16080.318,16412.024,16762.038,17120.801,17473.695,17809.745,18127.168,18428.534,18712.422,18978.106,19225.52,19453.068,19661.509,19856.24,20044.703,20232.354,20421.702,20611.687,20799.852,20982.105,21155.721,21319.222,21474.334,21625.23,21777.717,21935.444,22100.621,22270.541,22437.953,22592.75,22727.812,22840.41,22933.085,23010.462,23079.635,23145.847
82,Estimates,South-Central Asia,7,921,510298.272,518776.136,527773.996,537313.628,547408.01,558061.282,569268.316,581015.168,593280.455,606037.677,619262.136,632938.326,647066.389,661664.91,676763.034,692377.398,708535.171,725219.751,742353.722,759831.188,777587.824,795576.373,813850.629,832570.062,851955.515,872160.891,893242.194,915138.433,937741.739,960888.738,984455.24,1008378.163,1032671.354,1057374.866,1082560.147,1108258.284,1134474.623,1161121.272,1188023.168,1214951.132,1241734.062,1268284.397,1294617.694,1320793.033,1346918.609,1373065.885,1399230.92,1425353.487,1451382.604,1477249.494,1502897.749,1528330.984,1553545.571,1578472.289,1603026.195,1627159.088,1650817.352,1674047.199,1697022.832,1719985.029,1743100.924
83,Estimates,Central Asia,,5500,17499.495,17752.232,18153.858,18673.856,19286.696,19971.842,20713.959,21502.704,22332.112,23199.578,24102.799,25036.494,25989.547,26943.801,27877.497,28775.514,29627.571,30437.302,31221.081,32003.669,32802.823,33625.095,34464.384,35310.839,36149.259,36969.608,37768.485,38552.573,39333.975,40129.685,40951.877,41799.904,42668.915,43561.041,44478.014,45417.867,46384.131,47367.55,48337.489,49253.598,50086.801,50828.408,51486.063,52068.105,52589.74,53065.005,53496.234,53888.132,54261.097,54640.483,55046.627,55487.155,55964.892,56488.781,57066.964,57704.364,58405.644,59168.553,59981.563,60827.912,61693.941
